meanfreq,sd,label
0.0597809849598081,0.0642412677031359,1
0.066008740387572,0.0673100287952527,1
0.0773155026958227,0.0838294209445061,1
0.151228091724635,0.0721105872627985,1
0.135120387296677,0.0791461004935869,1
0.132786407306188,0.0795568659729794,1
0.150762330177465,0.0744632052034133,1
0.160514332166817,0.0767668848761485,1
0.142239416807037,0.0780184624458836,1
0.134328777309825,0.0803500276143771,1
0.157020511056795,0.0719429306811688,1
0.138550521389033,0.0770539929982884,1
0.137342741880723,0.0808767069335911,1
0.181225459373767,0.0600420545194889,1
0.183115280687352,0.0669823503730641,1
0.174272105181833,0.0694110453235828,1
0.190846297652897,0.0657902823878029,1
0.171246971349986,0.074871569699177,1
0.168345946168349,0.074120817065231,1
0.173631376053858,0.073351512008514,1
0.172754287202847,0.0769025830140396,1
0.181015393833521,0.0743693038331353,1
0.163535853470868,0.072448898313093,1
0.170212797508261,0.0751049460722898,1
0.160422476518119,0.0766147644560479,1
0.164699838046527,0.07536177235918,1
0.169578801414252,0.0756345139572698,1
0.169021003926254,0.0717781520946695,1
0.167340238692684,0.0728412302318368,1
0.180527821446414,0.0708669980737599,1
0.153039047583376,0.0740311299735897,1
0.166659498779566,0.075961167558551,1
0.175659428789724,0.0716515330560574,1
0.174825733261765,0.0715328311457178,1
0.174064613695703,0.073121843993196,1
0.159530491241504,0.0752731037758217,1
0.167648361378834,0.067219927332567,1
0.172436385879824,0.0715045425033091,1
0.162981115748587,0.0659523320391401,1
0.170209847645069,0.0720230083476475,1
0.171400807336282,0.0684281385770345,1
0.146886153673949,0.0681608164090999,1
0.16676378549101,0.06448851603386,1
0.15369186058473,0.0664958590051702,1
0.168011338642239,0.0688734014235488,1
0.148281382593677,0.0681171836825027,1
0.158595955363442,0.0662166523960017,1
0.163643181592107,0.0700307165058564,1
0.158656925362715,0.0675640574033461,1
0.137892820110534,0.0724206626991024,1
0.142715585277193,0.0741635911070786,1
0.135052913878465,0.0720951469733061,1
0.141460760257104,0.0728613947386807,1
0.141280115203801,0.0744040482139112,1
0.153851203359432,0.0721915752596513,1
0.145640704681931,0.0770064086929372,1
0.144858406886277,0.0765918167013432,1
0.1216833625632,0.0868501117349966,1
0.135649932073862,0.0864123306246186,1
0.100399417117533,0.0728345701003321,1
0.12508754695446,0.0801166950891679,1
0.143486162153973,0.0702754867948053,1
0.14319682986112,0.0854473875242978,1
0.145532381420409,0.0878640432205773,1
0.162065429308294,0.0844322911533756,1
0.142961232796001,0.0831068991458666,1
0.141153447129287,0.0809221885487419,1
0.167334035283754,0.0471777270724341,1
0.167850312282449,0.0525935888163759,1
0.185098438684619,0.0542894418494253,1
0.167761537790356,0.0588833701350998,1
0.171093501653115,0.0612867349981597,1
0.167083053910901,0.064425673155566,1
0.20083014539431,0.0530662165930793,1
0.137095643270578,0.0666331530936985,1
0.190324562906176,0.051695723784456,1
0.187139453483911,0.0564994065292902,1
0.184354869291192,0.0554939410737674,1
0.200041812028846,0.0558151307540881,1
0.175681867819703,0.0555240942410045,1
0.184850896798643,0.0624467269899979,1
0.182630135265638,0.0489745492411649,1
0.196463262275326,0.0576063825191244,1
0.191310915373492,0.0571228135883435,1
0.196006020482155,0.0539300618368792,1
0.19146168226457,0.0518621796858627,1
0.193769347182395,0.0583348771210883,1
0.194920924758581,0.056284804311077,1
0.19380818884295,0.0549691047220429,1
0.193588997357512,0.0523506508413738,1
0.198295355925475,0.0545543031690734,1
0.198778045933157,0.0567545099137563,1
0.206312235365448,0.0546417922584976,1
0.117777702907523,0.0795275665536098,1
0.105782027458949,0.0812468622288477,1
0.107009363802203,0.0813125481443763,1
0.119006303194228,0.083082514459029,1
0.082525587877358,0.0809178670064596,1
0.130673638443194,0.0828815441729626,1
0.0967252773068593,0.0837995439343094,1
0.119976655984898,0.0814706483757461,1
0.106860842234369,0.0869554509495395,1
0.100905502373324,0.0805077394279622,1
0.169505758654395,0.0669304039688091,1
0.16331310614408,0.0648596835367678,1
0.160925334939986,0.0686265527417239,1
0.164859947416897,0.0671790412308426,1
0.177427698163886,0.0678549794930704,1
0.176685284006914,0.0584859631323753,1
0.179028925506793,0.0653684977028851,1
0.16635344904948,0.0624398466349508,1
0.173756783156937,0.0650387286628494,1
0.168023267780157,0.0633074368553156,1
0.169352533150399,0.0681677467244382,1
0.13041097895475,0.0931992061016553,1
0.116779075319319,0.0856950722182776,1
0.107161889911137,0.0849508096741648,1
0.13109972671267,0.0789649427764741,1
0.126194802948069,0.0845712968083007,1
0.107129882779082,0.084279163420865,1
0.164801331547495,0.0705586179864006,1
0.174842857480973,0.0666362711264756,1
0.164958845443044,0.0733348010917259,1
0.162515084965328,0.0762692214574447,1
0.17234640031282,0.0728292388400627,1
0.16770512824471,0.0707744621244844,1
0.168622539915914,0.0697832773341448,1
0.166402126485309,0.0765851936005052,1
0.169081837993132,0.0709117066762433,1
0.160199487020457,0.0703174936337449,1
0.200814727715791,0.0538001824871568,1
0.208676974733148,0.0526983199370406,1
0.214956444786024,0.0534471282897585,1
0.211484996090081,0.0538705784109675,1
0.206924319928628,0.0530961750118692,1
0.107825210798537,0.0804074750899027,1
0.115866233077351,0.0817303563838171,1
0.113203353346107,0.0779583955366939,1
0.0851506135192176,0.0796477721830441,1
0.115618687964896,0.0770599789932134,1
0.113315912996052,0.0778882144353908,1
0.119213317289534,0.0782857219857104,1
0.105493079183716,0.0823762054327241,1
0.108456020993145,0.0794891943253008,1
0.0998539810982611,0.0801020534390035,1
0.145026456307478,0.0840383869300821,1
0.138468276741923,0.0858475695523178,1
0.0979150602667037,0.0855082540635867,1
0.136481726482611,0.0797572070497453,1
0.135724314678511,0.0910429028335882,1
0.105873230585693,0.0897553801744404,1
0.112636548671498,0.0859172769336521,1
0.116288597782118,0.089218424848606,1
0.113287650001159,0.0844854385689976,1
0.122448464946744,0.0862679429160883,1
0.174297911624108,0.0726228333700875,1
0.164973473208097,0.072853663431729,1
0.165807663102934,0.0698510297024393,1
0.155057253481215,0.0722100436945034,1
0.170310011068915,0.0730884347380211,1
0.163180093857141,0.0680445443700644,1
0.16174072414711,0.0719707954918673,1
0.160984675084245,0.0711631821412027,1
0.169875811248513,0.0733460743533454,1
0.171829295356265,0.0719328046933714,1
